Temperature, Time
121.20,2.0030000209
121.20,2.0260000228
121.20,2.0480000972
121.20,2.0690000057
121.20,2.0920000076
130.42,2.1129999160
130.42,2.1349999904
130.42,2.1570000648
130.42,2.1789999008
130.42,2.2000000476
130.42,2.2230000495
130.42,2.2439999580
130.42,2.2660000324
130.42,2.2880001068
130.42,2.3099999427
130.42,2.3310000896
130.42,2.3540000915
130.42,2.3750000000
130.42,2.3970000743
130.42,2.4179999828
130.42,2.4409999847
130.42,2.4619998931
130.42,2.4839999675
130.42,2.5060000419
130.42,2.5280001163
130.42,2.5490000247
130.42,2.5720000267
139.63,2.5929999351
139.63,2.6150000095
139.63,2.6370000839
139.63,2.6589999198
139.63,2.6800000667
139.63,2.7030000686
139.63,2.7239999771
139.63,2.7460000514
139.63,2.7679998874
139.63,2.7899999618
139.63,2.8110000610
139.63,2.8340001106
139.63,2.8550000190
139.63,2.8770000457
139.63,2.8989999771
139.63,2.9210000038
139.63,2.9419999122
139.63,2.9649999618
139.63,2.9869999885
139.63,3.0079998970
139.63,3.0309998989
139.63,3.0520000457
139.63,3.0739998817
139.63,3.0959999561
139.63,3.1180000305
139.63,3.1389999389
139.63,3.1619999408
139.63,3.1830000877
139.63,3.2049999237
139.63,3.2269999980
139.63,3.2490000724
139.63,3.2699999809
139.63,3.2929999828
139.63,3.3139998912
139.63,3.3359999656
139.63,3.3580000400
139.63,3.3800001144
139.63,3.4010000228
139.63,3.4240000247
139.63,3.4449999332
139.63,3.4670000076
139.63,3.4890000820
139.63,3.5109999179
139.63,3.5320000648
148.85,3.5550000667
148.85,3.5759999752
148.85,3.5980000495
148.85,3.6199998855
148.85,3.6419999599
148.85,3.6630001068
148.85,3.6860001087
148.85,3.7070000171
148.85,3.7290000915
148.85,3.7509999275
148.85,3.7730000019
148.85,3.7939999103
148.85,3.8159999847
148.85,3.8380001068
148.85,3.8599998474
148.85,3.8810000419
148.85,3.9040000915
148.85,3.9260001182
148.85,3.9470000267
148.85,3.9700000762
148.85,3.9909999847
148.85,4.0130000114
148.85,4.0349998474
148.85,4.0570001602
148.85,4.0780000686
148.85,4.1009998321
148.85,4.1220002174
148.85,4.1440000534
148.85,4.1659998893
148.85,4.1880002021
148.85,4.2090001106
148.85,4.2319998741
148.85,4.2529997825
148.85,4.2750000953
148.85,4.2969999313
148.85,4.3189997673
148.85,4.3400001525
148.85,4.3629999160
148.85,4.3839998245
148.85,4.4060001373
148.85,4.4279999732
148.85,4.4499998092
148.85,4.4710001945
148.85,4.4939999580
148.85,4.5149998664
148.85,4.5370001792
148.85,4.5590000152
148.85,4.5809998512
148.85,4.6020002365
148.85,4.6250000000
148.85,4.6459999084
148.85,4.6680002212
148.85,4.6900000572
148.85,4.7119998931
148.85,4.7329998016
148.85,4.7560000419
148.85,4.7769999504
148.85,4.7989997863
148.85,4.8220000267
148.85,4.8429999351
148.85,4.8649997711
148.85,4.8870000839
158.07,4.9089999198
158.07,4.9299998283
158.07,4.9530000686
158.07,4.9739999771
158.07,4.9959998130
148.85,5.0180001258
148.85,5.0399999618
148.85,5.0609998703
148.85,5.0840001106
102.77,5.1050000190
102.77,5.1269998550
102.77,5.1490001678
102.77,5.1710000038
102.77,5.1919999122
75.12,5.2140002250
75.12,5.2350001335
75.12,5.2560000419
75.12,5.2760000228
75.12,5.2979998588
75.12,5.3179998397
75.12,5.3390002250
75.12,5.3600001335
75.12,5.3810000419
75.12,5.4010000228
75.12,5.4229998588
75.12,5.4429998397
75.12,5.4640002250
75.12,5.4850001335
75.12,5.5060000419
75.12,5.5260000228
75.12,5.5469999313
75.12,5.5679998397
75.12,5.5879998207
75.12,5.6090002059
75.12,5.6300001144
75.12,5.6510000228
75.12,5.6710000038
75.12,5.6929998397
75.12,5.7129998207
75.12,5.7340002059
75.12,5.7550001144
75.12,5.7760000228
75.12,5.7960000038
75.12,5.8179998397
75.12,5.8379998207
75.12,5.8590002059
75.12,5.8790001869
75.12,5.9010000228
75.12,5.9210000038
75.12,5.9419999122
75.12,5.9629998207
75.12,5.9840002059
75.12,6.0040001869
75.12,6.0260000228
75.12,6.0460000038
75.12,6.0669999122
75.12,6.0879998207
75.12,6.1090002059
75.12,6.1290001869
75.12,6.1510000228
75.12,6.1710000038
75.12,6.1919999122
75.12,6.2119998931
75.12,6.2340002059
75.12,6.2540001869
75.12,6.2750000953
75.12,6.2960000038
75.12,6.3169999122
75.12,6.3369998931
75.12,6.3590002059
75.12,6.3790001869
75.12,6.4000000953
75.12,6.4210000038
75.12,6.4409999847
75.12,6.4619998931
75.12,6.4829998016
75.12,6.5040001869
75.12,6.5240001678
75.12,6.5450000762
75.12,6.5659999847
75.12,6.5869998931
75.12,6.6069998741
75.12,6.6290001869
75.12,6.6490001678
75.12,6.6700000762
75.12,6.6909999847
75.12,6.7119998931
75.12,6.7319998741
75.12,6.7540001869
75.12,6.7740001678
75.12,6.7950000762
75.12,6.8159999847
75.12,6.8369998931
75.12,6.8569998741
75.12,6.8779997825
75.12,6.8990001678
75.12,6.9200000762
75.12,6.9400000572
75.12,6.9619998931
75.12,6.9819998741
75.12,7.0029997825
75.12,7.0240001678
75.12,7.0450000762
75.12,7.0650000572
75.12,7.0869998931
75.12,7.1069998741
75.12,7.1279997825
75.12,7.1490001678
75.12,7.1700000762
75.12,7.1900000572
75.12,7.2109999656
75.12,7.2319998741
75.12,7.2519998550
75.12,7.2729997634
75.12,7.2940001487
75.12,7.3150000572
75.12,7.3350000381
75.12,7.3569998741
75.12,7.3769998550
75.12,7.3979997634
75.12,7.4190001487
75.12,7.4400000572
75.12,7.4600000381
75.12,7.4819998741
75.12,7.5019998550
75.12,7.5229997634
75.12,7.5430002212
75.12,7.5650000572
75.12,7.5850000381
75.12,7.6059999465
75.12,7.6269998550
75.12,7.6479997634
75.12,7.6680002212
75.12,7.6900000572
75.12,7.7100000381
75.12,7.7309999465
75.12,7.7519998550
75.12,7.7729997634
75.12,7.7930002212
75.12,7.8150000572
75.12,7.8350000381
75.12,7.8559999465
75.12,7.8759999275
75.12,7.8979997634
75.12,7.9180002212
75.12,7.9390001296
75.12,7.9600000381
75.12,7.9809999465
75.12,8.0010004043
75.12,8.0229997634
75.12,8.0430002212
75.12,8.0640001296
75.12,8.0850000381
75.12,8.1049995422
75.12,8.1260004043
75.12,8.1470003128
75.12,8.1680002212
75.12,8.1879997253
75.12,8.2089996337
75.12,8.2299995422
75.12,8.2510004043
75.12,8.2709999084
75.12,8.2930002212
75.12,8.3129997253
75.12,8.3339996337
75.12,8.3549995422
75.12,8.3760004043
75.12,8.3959999084
75.12,8.4180002212
75.12,8.4379997253
75.12,8.4589996337
75.12,8.4799995422
75.12,8.5010004043
75.12,8.5209999084
75.12,8.5419998168
75.12,8.5629997253
75.12,8.5839996337
75.12,8.6040000915
75.12,8.6260004043
75.12,8.6459999084
75.12,8.6669998168
75.12,8.6879997253
75.12,8.7089996337
75.12,8.7290000915
75.12,8.7510004043
75.12,8.7709999084
75.12,8.7919998168
75.12,8.8129997253
75.12,8.8339996337
75.12,8.8540000915
75.12,8.8750000000
75.12,8.8959999084
75.12,8.9160003662
75.12,8.9370002746
75.12,8.9580001831
75.12,8.9790000915
75.12,8.9989995956
75.12,9.0209999084
75.12,9.0410003662
75.12,9.0620002746
75.12,9.0830001831
75.12,9.1040000915
75.12,9.1239995956
75.12,9.1459999084
75.12,9.1660003662
75.12,9.1870002746
75.12,9.2069997787
75.12,9.2290000915
75.12,9.2489995956
75.12,9.2700004577
75.12,9.2910003662
75.12,9.3120002746
75.12,9.3319997787
75.12,9.3540000915
75.12,9.3739995956
75.12,9.3950004577
75.12,9.4160003662
75.12,9.4370002746
75.12,9.4569997787
75.12,9.4790000915
75.12,9.4989995956
75.12,9.5200004577
75.12,9.5399999618
75.12,9.5620002746
75.12,9.5819997787
75.12,9.6029996871
75.12,9.6239995956
75.12,9.6450004577
75.12,9.6649999618
75.12,9.6870002746
75.12,9.7069997787
75.12,9.7279996871
75.12,9.7489995956
75.12,9.7690000534
75.12,9.7899999618
75.12,9.8109998703
75.12,9.8319997787
75.12,9.8520002365
75.12,9.8730001449
75.12,9.8940000534
75.12,9.9149999618
75.12,9.9350004196
75.12,9.9569997787
75.12,9.9770002365
75.12,9.9980001449
75.12,10.0190000534
75.12,10.0410003662
75.12,10.06200027
